anno,mese,giorno,Pioggia mm,Temp. min gradi C,Temp. med gradi C,Temp. max gradi C,Umidita' min %,Umidita' med %,Umidita' max %,Vento med km/h,Vento max km/h,Dir. V. max gradi N,Radiaz. KJ/m2,Press. med hPa
2022,5,22,0.0,19.7,22.9,27.5,41.0,68.0,86.0,9.0,36.0,325.0,24133.0,1010.8
2022,5,23,0.5,20.4,22.9,26.4,53.0,71.0,85.0,12.0,41.0,67.0,21680.0,1007.0
2022,5,24,0.0,21.2,23.2,26.0,49.0,65.0,85.0,12.0,51.0,318.0,24716.0,1006.4
2022,5,25,0.0,20.9,22.3,24.5,61.0,74.0,82.0,10.0,46.0,321.0,22432.0,1012.0
2022,5,26,0.0,20.1,23.0,26.3,44.0,64.0,76.0,9.0,42.0,82.0,21070.0,1018.5
2022,5,27,0.0,20.7,22.8,24.3,58.0,72.0,77.0,6.0,18.0,349.0,27249.0,1014.8
2022,5,28,3.8,16.2,19.1,24.0,50.0,60.0,75.0,40.0,105.0,91.0,9085.0,1009.1
2022,5,29,0.4,13.3,15.2,17.6,51.0,63.0,75.0,43.0,93.0,59.0,14829.0,1006.4
2022,5,30,0.0,13.7,17.0,20.0,59.0,66.0,72.0,16.0,57.0,78.0,14522.0,1010.3
2022,5,31,0.0,17.6,20.1,22.6,61.0,69.0,77.0,8.0,28.0,103.0,28516.0,1013.7
2022,6,1,0.0,19.2,21.2,24.2,68.0,78.0,85.0,5.0,18.0,328.0,29226.0,1014.5
2022,6,2,0.0,20.0,22.7,25.8,52.0,74.0,84.0,6.0,38.0,96.0,28769.0,1015.8
2022,6,3,0.8,21.8,23.8,27.2,50.0,69.0,83.0,12.0,51.0,76.0,20036.0,1016.9
2022,6,4,0.0,20.7,23.2,25.4,57.0,73.0,81.0,6.0,14.0,332.0,28829.0,1016.4
2022,6,5,0.5,22.1,24.4,26.7,60.0,72.0,85.0,7.0,48.0,323.0,24717.0,1013.5
2022,6,6,0.0,21.0,25.4,30.8,28.0,55.0,78.0,17.0,64.0,82.0,30163.0,1013.0
2022,6,7,23.4,18.9,23.9,27.8,38.0,60.0,79.0,13.0,60.0,56.0,24702.0,1008.9
2022,6,8,2.2,18.1,22.3,26.4,37.0,60.0,76.0,14.0,50.0,45.0,25208.0,1007.6
2022,6,9,11.6,16.9,20.0,23.1,35.0,71.0,91.0,15.0,44.0,302.0,6013.0,1006.6
2022,6,10,0.0,22.1,24.5,27.3,33.0,39.0,60.0,18.0,59.0,11.0,20948.0,1013.7
2022,6,11,0.0,21.9,23.6,25.9,41.0,55.0,76.0,10.0,33.0,68.0,26330.0,1017.8
2022,6,12,0.0,21.4,23.9,27.3,42.0,60.0,75.0,6.0,29.0,85.0,30792.0,1018.1
2022,6,13,0.0,21.3,24.2,27.3,40.0,62.0,75.0,9.0,72.0,83.0,23380.0,1014.3
2022,6,14,0.4,21.3,24.1,28.5,29.0,52.0,73.0,21.0,74.0,104.0,30207.0,1016.5
2022,6,15,0.0,21.5,22.9,25.1,53.0,68.0,78.0,6.0,21.0,292.0,28136.0,1017.3
2022,6,16,0.0,21.0,24.1,27.2,49.0,65.0,75.0,8.0,45.0,85.0,25142.0,1015.8
2022,6,17,1.1,23.6,26.6,31.4,27.0,47.0,67.0,12.0,38.0,75.0,24057.0,1017.8
2022,6,18,0.0,22.9,24.7,27.9,42.0,60.0,75.0,11.0,41.0,109.0,29777.0,1019.0
2022,6,19,0.0,22.4,24.4,25.5,50.0,62.0,73.0,8.0,26.0,271.0,30176.0,1015.1
2022,6,20,0.0,22.4,24.3,25.8,36.0,64.0,80.0,9.0,28.0,323.0,29465.0,1011.3
2022,6,21,0.0,24.4,25.6,28.1,47.0,70.0,86.0,12.0,30.0,338.0,25129.0,1010.7
2022,6,22,2.2,23.0,25.4,28.1,52.0,76.0,86.0,9.0,26.0,254.0,16780.0,1010.2
2022,6,23,0.5,23.7,25.7,27.4,53.0,72.0,84.0,10.0,31.0,342.0,28162.0,1011.2
2022,6,24,0.0,24.8,26.7,29.5,41.0,63.0,76.0,12.0,33.0,256.0,27439.0,1009.5
2022,6,25,0.0,24.3,25.6,27.2,52.0,64.0,72.0,13.0,30.0,252.0,29060.0,1011.3
2022,6,26,0.0,24.4,25.9,27.7,47.0,63.0,78.0,8.0,20.0,267.0,30075.0,1013.8
2022,6,27,0.0,24.7,27.5,30.0,47.0,63.0,71.0,7.0,18.0,314.0,28187.0,1013.6
2022,6,28,0.3,26.4,29.2,32.4,35.0,55.0,75.0,13.0,66.0,69.0,23878.0,1011.6
2022,6,29,0.0,24.9,26.5,28.9,54.0,68.0,84.0,13.0,37.0,87.0,22700.0,1009.2
2022,6,30,0.0,24.4,26.2,27.2,61.0,70.0,78.0,8.0,18.0,314.0,29400.0,1010.7
2022,7,1,0.0,24.7,27.0,28.8,51.0,69.0,81.0,11.0,41.0,299.0,26661.0,1011.8
2022,7,2,0.0,26.5,28.5,33.1,32.0,54.0,82.0,21.0,57.0,60.0,29870.0,1015.4
2022,7,3,0.0,25.6,28.1,30.9,32.0,51.0,68.0,10.0,47.0,77.0,29627.0,1014.9
2022,7,4,0.0,27.4,29.5,34.5,20.0,48.0,73.0,10.0,39.0,311.0,28951.0,1012.7
2022,7,5,0.0,26.1,28.5,32.5,30.0,52.0,71.0,20.0,57.0,81.0,24672.0,1012.3
2022,7,6,0.0,25.4,27.7,30.8,22.0,48.0,67.0,15.0,55.0,73.0,28994.0,1015.2
2022,7,7,7.4,19.9,23.8,28.6,39.0,57.0,78.0,27.0,71.0,357.0,20897.0,1015.2
2022,7,8,0.0,19.9,23.9,28.2,24.0,49.0,68.0,32.0,67.0,70.0,26471.0,1018.2
2022,7,9,0.0,20.8,23.8,26.2,29.0,46.0,63.0,17.0,66.0,66.0,27609.0,1019.4
