anno,mese,giorno,Pioggia mm,Temp. min gradi C,Temp. med gradi C,Temp. max gradi C,Umidita' min %,Umidita' med %,Umidita' max %,Vento med km/h,Vento max km/h,Dir. V. max gradi N,Radiaz. KJ/m2,Press. med hPa
2024,4,14,0.0,15.8,18.9,22.2,44,71,87,4,11,304,24157,1021.4
2024,4,15,0.0,17.4,20.3,23.6,35,53,75,15,36,154,22828,1010.9
2024,4,16,5.8,8.0,15.2,21.4,39,60,82,31,101,61,10092,1001.4
2024,4,17,0.1,7.5,11.5,14.5,39,55,72,15,46,353,22045,1004.9
2024,4,18,0.0,9.7,12.0,14.8,32,50,61,17,55,38,13328,1010.2
2024,4,19,0.0,9.2,12.1,13.9,25,47,64,16,38,73,24885,1013.5
2024,4,20,0.1,9.9,12.8,16.0,27,44,59,16,62,356,10889,1010.4
2024,4,21,0.3,9.3,12.0,15.4,20,45,70,24,60,335,24034,1013.5
2024,4,22,10.7,7.5,10.0,13.1,34,56,81,40,87,66,11056,1013.1
2024,4,23,3.3,7.5,8.7,9.7,63,71,81,39,72,70,6448,1007.9
2024,4,24,5.8,8.6,9.8,12.4,54,71,87,15,43,87,8282,1006.4
2024,4,25,1.6,7.7,9.7,11.7,57,68,79,23,60,62,13000,1008.6
2024,4,26,0.0,8.4,11.9,14.4,56,69,78,9,28,137,23742,1013.0
2024,4,27,0.0,11.5,14.0,16.1,63,76,85,7,30,316,13806,1017.4
2024,4,28,0.0,12.3,15.2,17.3,-,74,84,5,13,248,22120,1020.1
2024,4,29,0.0,12.8,17.0,21.3,46,71,86,5,18,229,27405,1020.2
2024,4,30,0.0,15.9,20.7,25.4,32,56,85,13,52,75,26769,1016.4
2024,5,1,6.8,15.6,20.3,25.6,28,58,93,14,53,70,14783,1009.2
2024,5,2,12.9,14.2,16.3,19.9,51,73,96,12,73,205,12547,1008.0
2024,5,3,1.9,13.2,14.4,15.3,63,75,92,8,23,322,12333,1010.8
2024,5,4,0.0,13.3,15.7,18.5,66,80,92,6,20,331,18181,1014.8
2024,5,5,0.0,14.0,17.1,19.4,59,72,91,8,23,303,24554,1014.6
2024,5,6,0.0,15.9,18.1,20.2,52,65,79,10,28,266,19954,1013.3
2024,5,7,21.5,14.9,16.5,18.4,65,82,96,8,44,279,5438,1013.2
2024,5,8,0.5,14.5,17.4,20.8,57,77,94,17,79,67,18010,1016.0
2024,5,9,0.1,17.1,19.7,22.9,34,48,66,33,73,67,25416,1017.9
2024,5,10,0.0,17.2,20.6,24.6,27,40,68,22,57,66,28153,1018.1
2024,5,11,0.0,17.7,19.6,23.0,33,52,77,8,27,205,26532,1018.0
2024,5,12,0.0,17.9,20.3,22.9,40,52,81,6,23,141,26363,1016.6
2024,5,13,0.1,17.5,19.4,20.8,49,72,89,9,34,46,11818,1014.3
2024,5,14,0.1,17.1,18.9,21.4,52,64,77,14,39,67,15346,1011.3
2024,5,15,5.5,16.7,19.1,21.8,49,65,85,13,29,82,12813,1010.4
2024,5,16,8.9,15.7,18.8,21.5,55,74,96,12,46,239,4260,1006.7
2024,5,17,0.0,15.2,18.1,20.4,52,73,92,10,29,201,26727,1010.2
2024,5,18,0.0,17.3,18.9,20.1,54,69,82,8,18,318,29459,1012.9
2024,5,19,0.0,17.5,19.2,20.8,69,81,90,8,21,307,24175,1011.5
2024,5,20,0.4,17.0,19.8,21.8,68,77,86,6,19,313,22341,1010.0
2024,5,21,11.7,17.9,19.0,21.5,62,83,93,12,38,83,6052,1006.3
2024,5,22,0.5,16.6,18.9,21.2,53,73,87,12,37,208,14110,1011.4
2024,5,23,0.3,15.7,18.7,21.1,55,72,88,9,52,323,28215,1015.5
2024,5,24,0.4,16.2,18.8,21.0,55,69,83,8,20,271,28038,1017.9
2024,5,25,0.0,17.3,20.0,21.8,57,68,79,7,28,271,22793,1015.8
2024,5,26,0.1,18.6,21.2,25.0,40,59,77,12,39,52,23045,1016.7
2024,5,27,0.0,19.0,21.3,23.7,43,65,74,10,28,102,28557,1016.9
2024,5,28,1.6,18.7,20.5,22.5,55,69,79,17,52,75,23577,1014.0
2024,5,29,0.0,18.6,20.3,22.5,49,68,82,16,50,71,27169,1012.8
2024,5,30,26.5,17.1,19.1,22.1,63,78,94,11,45,134,13555,1006.4
2024,5,31,37.3,14.3,18.1,23.2,54,78,93,14,70,250,11553,1003.6
2024,6,1,0.6,14.7,18.1,20.4,64,74,89,10,22,103,27703,1011.8
2024,6,2,5.5,16.8,19.9,22.0,58,76,90,10,31,350,23498,1014.4
2024,6,3,0.0,17.2,18.9,20.2,62,77,88,8,22,265,25288,1012.7
2024,6,4,0.0,19.0,20.5,22.1,68,76,84,8,20,291,18267,1013.8
2024,6,5,0.0,18.8,21.3,22.8,65,76,84,7,14,308,27502,1015.0
2024,6,6,0.0,19.9,22.3,24.3,63,75,83,7,14,323,30110,1016.6
2024,6,7,0.0,20.8,23.5,26.0,51,73,81,6,13,316,28968,1015.5
2024,6,8,0.0,22.0,24.4,26.6,58,73,82,6,14,341,19041,1011.9
2024,6,9,0.0,23.5,25.8,28.6,50,62,79,9,33,349,19598,1006.7
2024,6,10,48.2,16.9,22.8,25.3,53,76,96,14,76,312,21987,1003.3
2024,6,11,33.7,16.4,20.4,22.9,63,73,92,22,59,72,9025,1008.3
2024,6,12,0.1,17.2,19.5,22.1,57,65,77,35,63,75,21001,1011.3
2024,6,13,3.8,15.3,17.9,19.7,51,64,80,29,56,91,18707,1014.1
2024,6,14,0.0,16.0,19.8,23.4,40,54,67,8,30,82,27702,1016.0
2024,6,15,0.0,18.6,21.4,23.0,54,66,81,11,24,276,24964,1011.7
